id,Nombre,Posicion,Edad,PJ Sel,Club,year,Seleccion
767,michael essien,CEN,,,milan,2014,GHA
768,milovan rajevac,DT,,,,2010,GHA
769,mohammed rabiu,CEN,,,kuban krasnodar,2014,GHA
770,prince tagoe,DEL,23,17,hoffenheim,2010,GHA
771,quincy owusu-abeyie,DEL,24,12,al-sadd,2010,GHA
772,rashid sumaila,DEF,,,mamelodi sundowns,2014,GHA
773,richard kingson,POR,32,78,wigan athletic,2010,GHA
774,samuel inkoom,DEF,21,15,fc basilea,2010,GHA
774,samuel inkoom,DEF,,,dnipro dnipropetrovsk,2014,GHA
775,stephen ahorlu,POR,21,,heart of lions,2010,GHA
776,stephen appiah,MED,29,64,bologna,2010,GHA
777,steven adams,POR,,,aduana stars,2014,GHA
778,sulley muntari,MED,25,52,inter de milan,2010,GHA
778,sulley muntari,CEN,,,milan,2014,GHA
779,wakaso mubarak,CEN,,,rubin kazan,2014,GHA
780,alexandros tziolis,MED,25,18,ac siena,2010,GRE
780,alexandros tziolis,CEN,,,kayserispor,2014,GRE
781,alexandros tzorvas,POR,27,8,panathinaikos,2010,GRE
782,andreas samaris,CEN,,,olympiacos,2014,GRE
783,angelos charisteas,DEL,30,84,nuremberg,2010,GRE
784,athanassios prittas,MED,31,,aris salonica fc,2010,GRE
785,avraam papadopoulos,DEF,25,13,olympiacos fc,2010,GRE
786,christos patsatzoglou,DEF,31,42,ac omonia,2010,GRE
787,dimitris salpingidis,DEL,28,35,panathinaikos,2010,GRE
787,dimitris salpingidis,DEL,,,paok,2014,GRE
788,fernando santos,DT,,,,2014,GRE
789,georgios karagounis,MED,33,93,panathinaikos,2010,GRE
790,georgios samaras,DEL,25,33,celtic fc,2010,GRE
790,georgios samaras,DEL,,,celtic,2014,GRE
791,giannis fetfatzidis,DEL,,,genoa,2014,GRE
792,giannis maniatis,CEN,,,olympiacos,2014,GRE
793,giorgos karagounis,CEN,,,fulham,2014,GRE
794,giorgos tzavellas,DEF,,,paok,2014,GRE
795,giourkas seitaridis,DEF,29,69,panathinaikos,2010,GRE
796,jose holebas,DEF,,,olympiacos,2014,GRE
797,konstantinos chalkias,POR,36,26,paok salonica fc,2010,GRE
798,konstantinos katsouranis,MED,30,69,panathinaikos,2010,GRE
799,kostas katsouranis,CEN,,,paok,2014,GRE
800,kostas manolas,DEF,,,olympiacos,2014,GRE
801,kostas mitroglou,DEL,,,fulham,2014,GRE
802,lazaros christodoulopoulos,DEL,,,bologna,2014,GRE
803,loukas vyntra,DEF,29,28,panathinaikos,2010,GRE
803,loukas vyntra,DEF,,,levante,2014,GRE
804,michalis sifakis,POR,25,2,aris salonica fc,2010,GRE
805,nikos spiropoulos,DEF,26,18,panathinaikos,2010,GRE
806,orestis karnezis,POR,,,granada,2014,GRE
807,otto rehhagel,DT,,,,2010,GRE
808,panagiotis glykos,POR,,,paok,2014,GRE
809,panagiotis kone,CEN,,,bologna,2014,GRE
810,panagiotis tachtsidis,CEN,,,torino,2014,GRE
811,pantelis kapetanos,DEL,27,3,steaua bucarest,2010,GRE
812,sokratis papastathopoulos,DEF,22,9,genoa fc,2010,GRE
812,sokratis papastathopoulos,DEF,,,borussia dortmund,2014,GRE
813,sotirios kyrgiakos,DEF,30,58,liverpool,2010,GRE
814,sotiris ninis,MED,20,4,panathinaikos,2010,GRE
815,stefanos kapino,POR,,,panathinaikos,2014,GRE
816,stelios malezas,DEF,25,,paok salonica fc,2010,GRE
817,theofanis gekas,DEL,30,47,hertha de berlin,2010,GRE
817,theofanis gekas,DEL,,,konyaspor,2014,GRE
818,vangelis moras,DEF,28,11,bologna,2010,GRE
818,vangelis moras,DEF,,,hellas verona,2014,GRE
819,vasilis torosidis,DEF,25,26,olympiacos fc,2010,GRE
819,vasilis torosidis,DEF,,,roma,2014,GRE
820,amado guevara,MED,34,133,motagua,2010,HON
821,andy najar,CEN,22,,anderlecht,2014,HON
822,boniek garcia,CEN,29,,houston dynamo,2014,HON
823,brayan beckeles,DEF,28,,boavista,2014,HON
824,carlo costly,DEL,31,,gaziantepspor,2014,HON
825,carlos pavon,DEL,36,98,real españa,2010,HON
826,danilo turcios,MED,32,82,olimpia,2010,HON
827,david suazo,DEL,30,50,inter de milan,2010,HON
828,donis escober,POR,30,11,olimpia,2010,HON
828,donis escober,POR,33,,olimpia,2014,HON
829,edder delgado,CEN,29,,real españa,2014,HON
830,edgard alvarez,MED,30,46,bari,2010,HON
831,emilio izaguirre,DEF,24,39,motagua,2010,HON
831,emilio izaguirre,DEF,28,,celtic,2014,HON
832,georgie welcome,DEL,25,11,as monaco,2010,HON
833,hendry thomas,MED,25,39,wigan athletic,2010,HON
834,jerry bengtson,DEL,27,,c.a. belgrano,2014,HON
835,jerry palacios,DEL,32,,alajuelense,2014,HON
836,johnny palacios,DEF,23,4,olimpia,2010,HON
837,jorge claros,CEN,28,,sporting kansas city,2014,HON
838,juan carlos garcia,DEF,26,,wigan athletic,2014,HON
839,juan pablo montes,DEF,28,,motagua,2014,HON
840,julio cesar de leon,DEL,30,73,torino,2010,HON
841,luis fernando suarez,DT,,,,2014,HON
842,luis garrido,CEN,23,,houston dynamo,2014,HON
843,luis lopez,POR,20,,real españa,2014,HON
844,mario martinez,CEN,24,,real españa,2014,HON
845,marvin chavez,CEN,30,,chivas usa,2014,HON
846,mauricio sabillon,DEF,31,25,hangzhou greentown,2010,HON
847,maynor figueroa,DEF,27,66,wigan athletic,2010,HON
847,maynor figueroa,DEF,31,,hull city,2014,HON
848,noel valladares,POR,33,71,olimpia,2010,HON
848,noel valladares,POR,37,,olimpia,2014,HON
849,oscar boniek garcia,DEF,25,42,olimpia,2010,HON
850,osman chavez,DEF,25,26,wisła cracovia,2010,HON
850,osman chavez,DEF,29,,qingdao jonoon,2014,HON
851,ramon nuñez,MED,25,16,leeds united,2010,HON
852,reynaldo rueda,DT,,,,2010,HON
853,ricardo canales,POR,27,2,motagua,2010,HON
854,roger espinoza,DEL,23,10,kansas city wizards,2010,HON
854,roger espinoza,CEN,27,,wigan athletic,2014,HON
855,rony martinez,DEL,25,,real sociedad,2014,HON
856,sergio mendoza,DEF,29,3,motagua,2010,HON
857,victor bernardez,DEF,28,40,anderlecht,2010,HON
857,victor bernardez,DEF,32,,san jose earthquakes,2014,HON
858,walter martinez,DEL,28,34,marathon,2010,HON
859,wilson palacios,MED,25,69,tottenham hotspur,2010,HON
859,wilson palacios,CEN,29,,stoke city,2014,HON
860,ahmad alenemeh,DEF,,,naft tehran,2014,IRA
861,alireza beiranvand,POR,25,22,persepolis,2018,IRA
862,alireza haghighi,POR,,,sporting covilhã,2014,IRA
863,alireza jahanbakhsh,DEL,,,nec,2014,IRA
863,alireza jahanbakhsh,DEL,24,38,az,2018,IRA
864,amir abedzadeh,POR,25,1,maritimo,2018,IRA
865,amir hossein sadeghi,DEF,,,esteghlal,2014,IRA
866,andranik teymourian,CEN,,,esteghlal,2014,IRA
867,ashkan dejagah,DEL,,,fulham,2014,IRA
867,ashkan dejagah,DEL,31,46,nottingham forest,2018,IRA
868,bakhtiar rahmani,CEN,,,foolad,2014,IRA
869,carlos queiroz,DT,,,,2014,IRA
869,carlos queiroz,DT,,,,2018,IRA
870,daniel davari,POR,,,eintracht braunschweig,2014,IRA
871,ehsan hajsafi,CEN,,,sepahan,2014,IRA
871,ehsan hajsafi,DEF,28,94,olympiacos,2018,IRA
872,ghasem hadadifar,CEN,,,zob ahan,2014,IRA
873,hashem beikzadeh,DEF,,,esteghlal,2014,IRA
874,hossein mahini,DEF,,,persepolis,2014,IRA
875,jalal hosseini,DEF,,,persepolis,2014,IRA
876,javad nekounam,CEN,,,al-kuwait,2014,IRA
877,karim ansarifard,DEL,,,persepolis,2014,IRA
877,karim ansarifard,DEL,28,64,olympiacos,2018,IRA
878,khosro heydari,DEL,,,esteghlal,2014,IRA
879,majid hosseini,DEF,21,1,esteghlal,2018,IRA
880,masoud shojaei,DEL,,,las palmas,2014,IRA
880,masoud shojaei,MED,34,74,aek atenas,2018,IRA
881,mehdi taremi,DEL,25,26,al-gharafa,2018,IRA
882,mehdi torabi,MED,23,17,saipa,2018,IRA
883,mehrdad pouladi,DEF,,,persepolis,2014,IRA
884,milad mohammadi,DEF,25,19,ajmat grozni,2018,IRA
885,mohammad rashid mazaheri,POR,29,3,zob ahan,2018,IRA
886,mohammad reza khanzadeh,DEF,27,11,padideh,2018,IRA
887,morteza pouraliganji,DEF,26,27,al-sadd,2018,IRA
888,omid ebrahimi,MED,30,30,esteghlal,2018,IRA
889,pejman montazeri,DEF,,,umm salal,2014,IRA
889,pejman montazeri,DEF,34,46,esteghlal,2018,IRA
890,rahman ahmadi,POR,,,sepahan,2014,IRA
891,ramin rezaeian,DEF,28,28,oostende,2018,IRA
892,reza ghoochannejhad,DEL,,,charlton athletic,2014,IRA
892,reza ghoochannejhad,DEL,30,43,heerenveen,2018,IRA
893,reza haghighi,CEN,,,persepolis,2014,IRA
894,rouzbeh cheshmi,DEF,24,10,esteghlal,2018,IRA
895,saeid ezatolahi,MED,21,25,amkar perm,2018,IRA
896,saman ghoddos,DEL,24,8,ostersund,2018,IRA
897,sardar azmoun,DEL,23,33,rubin kazan,2018,IRA
898,steven beitashour,DEF,,,vancouver whitecaps,2014,IRA
899,vahid amiri,MED,30,36,persepolis,2018,IRA
900,albert guðmundsson,MED,20,5,psv eindhoven,2018,ISL
901,alfreð finnbogason,DEL,29,47,fc augsburg,2018,ISL
902,ari freyr skulason,DEF,31,56,ksc lokeren,2018,ISL
903,arnor ingvi traustason,MED,25,19,malmo,2018,ISL
904,aron gunnarsson,MED,29,77,cardiff city,2018,ISL
905,birkir bjarnason,MED,30,67,aston villa,2018,ISL
906,birkir mar sævarsson,DEF,33,79,valur reykjavik,2018,ISL
907,bjorn sigurðarson,DEL,27,12,fc rostov,2018,ISL
908,emil hallfreðsson,MED,33,64,udinese,2018,ISL
909,frederik schram,POR,23,4,fc roskilde,2018,ISL
910,gylfi sigurðsson,MED,28,57,everton,2018,ISL
911,hannes þor halldorsson,POR,34,49,randers fc,2018,ISL
912,heimir hallgrimsson,DT,,,,2018,ISL
913,holmar orn eyjolfsson,DEF,27,10,levski sofia,2018,ISL
914,horður bjorgvin magnusson,DEF,25,16,bristol city,2018,ISL
915,johann berg guðmundsson,MED,27,67,burnley,2018,ISL
916,jon daði boðvarsson,DEL,26,38,reading,2018,ISL
917,kari arnason,DEF,35,67,aberdeen,2018,ISL
918,olafur ingi skulason,MED,35,36,kardemir karabukspor,2018,ISL
919,ragnar sigurðsson,DEF,31,77,fc rostov,2018,ISL
920,runar alex runarsson,POR,23,3,fc nordsjælland,2018,ISL
921,rurik gislason,MED,30,47,sv sandhausen,2018,ISL
922,samuel friðjonsson,MED,22,4,vålerenga,2018,ISL
923,sverrir ingi ingason,DEF,24,20,fc rostov,2018,ISL
924,alberto aquilani,CEN,29,35,fiorentina,2014,ITA
925,alberto gilardino,DEL,27,73,fiorentina,2010,ITA
926,alessio cerci,DEL,26,12,torino,2014,ITA
927,andrea barzagli,DEF,33,47,juventus,2014,ITA
928,andrea pirlo,MED,30,67,milan,2010,ITA
928,andrea pirlo,CEN,35,109,juventus,2014,ITA
929,angelo palombo,MED,28,36,sampdoria,2010,ITA
930,antonio candreva,CEN,27,20,lazio,2014,ITA
931,antonio cassano,DEL,31,37,parma,2014,ITA
932,antonio di natale,DEL,32,11,udinese,2010,ITA
933,cesare prandelli,DT,,,,2014,ITA
934,christian maggio,DEF,28,76,napoli,2010,ITA
935,ciro immobile,DEL,24,2,torino,2014,ITA
936,claudio marchisio,MED,24,11,juventus,2010,ITA
936,claudio marchisio,CEN,28,44,juventus,2014,ITA
937,daniele de rossi,MED,27,53,roma,2010,ITA
937,daniele de rossi,CEN,30,95,roma,2014,ITA
938,domenico criscito,DEF,23,6,genoa,2010,ITA
939,fabio cannavaro,DEF,36,135,juventus,2010,ITA
940,fabio quagliarella,DEL,27,2,napoli,2010,ITA
941,federico marchetti,POR,27,9,cagliari,2010,ITA
942,gabriel paletta,DEF,28,2,parma,2014,ITA
943,gennaro gattuso,MED,32,72,milan,2010,ITA
944,giampaolo pazzini,DEL,25,15,sampdoria,2010,ITA
945,gianluca zambrotta,DEF,33,97,milan,2010,ITA
946,gianluigi buffon,POR,32,102,juventus,2010,ITA
946,gianluigi buffon,POR,36,140,juventus,2014,ITA
947,giorgio chiellini,DEF,25,32,juventus,2010,ITA
947,giorgio chiellini,DEF,29,68,juventus,2014,ITA
948,ignazio abate,DEF,27,20,milan,2014,ITA
949,leonardo bonucci,DEF,23,1,bari,2010,ITA
949,leonardo bonucci,DEF,27,37,juventus,2014,ITA
950,lorenzo insigne,DEL,23,5,napoli,2014,ITA
951,marcello lippi,DT,,,,2010,ITA
952,marco parolo,CEN,29,4,parma,2014,ITA
953,marco verratti,CEN,21,6,paris saint-germain,2014,ITA
954,mario balotelli,DEL,23,30,milan,2014,ITA
955,matteo darmian,DEF,24,1,torino,2014,ITA
956,mattia de sciglio,DEF,21,11,milan,2014,ITA
957,mattia perin,POR,21,0,genoa,2014,ITA
958,mauro camoranesi,MED,33,41,juventus,2010,ITA
959,morgan de sanctis,POR,33,10,napoli,2010,ITA
960,riccardo montolivo,MED,25,73,fiorentina,2010,ITA
961,salvatore bocchetti,DEF,23,73,genoa,2010,ITA
962,salvatore sirigu,POR,27,8,paris saint-germain,2014,ITA
963,simone pepe,MED,26,15,udinese,2010,ITA
964,thiago motta,CEN,31,22,paris saint-germain,2014,ITA
965,vincenzo iaquinta,DEL,31,36,juventus,2010,ITA
966,abdul kader keita,MED,28,55,galatasaray,2010,IVC
967,aristide zogbo,POR,28,6,maccabi netanya,2010,IVC
968,arthur boka,DEF,27,54,stuttgart,2010,IVC
968,arthur boka,DEF,31,81,malaga,2014,IVC
969,aruna dindane,DEL,29,54,lekhwiya sc,2010,IVC
970,benjamin angoua,DEF,23,7,valenciennes fc,2010,IVC
971,boubacar barry,POR,30,45,lokeren,2010,IVC
971,boubacar barry,POR,34,80,lokeren,2014,IVC
972,cheick tiote,MED,23,8,fc twente,2010,IVC
972,cheick tiote,CEN,28,46,newcastle united,2014,IVC
973,constant djakpa,DEF,27,6,eintracht frankfurt,2014,IVC
974,daniel yeboah,POR,25,7,asec mimosas,2010,IVC
975,didier drogba,DEL,32,27,chelsea,2010,IVC
975,didier drogba,DEL,36,104,galatasaray,2014,IVC
976,didier ya konan,CEN,30,26,ittihad,2014,IVC
977,didier zokora,MED,29,80,sevilla fc,2010,IVC
977,didier zokora,DEF,33,121,trabzonspor,2014,IVC
978,emmanuel eboue,DEF,27,51,arsenal fc,2010,IVC
979,emmanuel kone,MED,23,12,international curtea de arges,2010,IVC
980,gervinho,MED,23,13,lille osc,2010,IVC
980,gervinho,DEL,27,56,roma,2014,IVC
981,giovanni sio,DEL,25,8,basel,2014,IVC
982,guy demel,DEF,28,26,hamburgo sv,2010,IVC
983,ismael diomande,CEN,21,3,saint-etienne,2014,IVC
984,jean-daniel akpa-akpro,DEF,21,1,toulouse,2014,IVC
985,jean-jacques gosso,MED,27,6,as monaco,2010,IVC
986,kolo toure,DEF,29,76,manchester city,2010,IVC
986,kolo toure,DEF,33,108,liverpool,2014,IVC
987,mathis bolly,DEL,23,5,fortuna dusseldorf,2014,IVC
988,max gradel,CEN,26,27,saint-etienne,2014,IVC
989,ousmane diarrassouba,DEF,27,1,çaykur rizespor,2014,IVC
990,romaric,MED,27,38,sevilla fc,2010,IVC
991,sabri lamouchi,DT,,,,2014,IVC
992,salomon kalou,DEL,24,27,chelsea,2010,IVC
992,salomon kalou,DEL,28,70,lille,2014,IVC
993,sayouba mande,POR,21,1,stabæk,2014,IVC
994,serey die,CEN,29,10,basel,2014,IVC
995,serge aurier,DEF,21,11,toulouse,2014,IVC
996,seydou doumbia,DEL,22,20,cska moscu,2010,IVC
997,siaka tiene,DEF,28,52,valenciennes fc,2010,IVC
998,souleymane bamba,DEF,25,19,hibernian fc,2010,IVC
998,souleymane bamba,DEF,29,46,trabzonspor,2014,IVC
999,steve gohouri,DEF,29,11,wigan athletic,2010,IVC
1000,sven-goran eriksson,DT,,,,2010,IVC
1001,sylvain gbohouo,POR,25,2,sewe sport,2014,IVC
1002,wilfried bony,DEL,25,27,swansea city,2014,IVC
1003,yaya toure,MED,27,45,fc barcelona,2010,IVC
1003,yaya toure,CEN,31,85,manchester city,2014,IVC
1004,akira nishino,DT,,,,2018,JAP
1005,alberto zaccheroni,DT,,,,2014,JAP
1006,atsuto uchida,DEF,22,31,kashima antlers,2010,JAP
1006,atsuto uchida,DEF,26,68,schalke 04,2014,JAP
1007,daiki iwamasa,DEF,28,2,kashima antlers,2010,JAP
1008,daisuke matsui,MED,27,22,grenoble foot 38,2010,JAP
1009,eiji kawashima,POR,27,8,kawasaki frontale,2010,JAP
1009,eiji kawashima,POR,31,56,standard de lieja,2014,JAP
1009,eiji kawashima,POR,35,84,fc metz,2018,JAP
1010,gaku shibasaki,MED,26,17,getafe,2018,JAP
1011,gen shoji,DEF,25,10,kashima antlers,2018,JAP
1012,genki haraguchi,MED,27,32,fortuna dusseldorf,2018,JAP
1013,gotoku sakai,DEF,23,12,stuttgart,2014,JAP
1013,gotoku sakai,DEF,27,40,hamburgo sv,2018,JAP
1014,hiroki sakai,DEF,24,18,hannover 96,2014,JAP
1014,hiroki sakai,DEF,28,42,olympique de marsella,2018,JAP
1015,hiroshi kiyotake,DEL,24,25,nuremberg,2014,JAP
1016,hotaru yamaguchi,CEN,23,12,cerezo osaka,2014,JAP
1016,hotaru yamaguchi,MED,27,41,cerezo osaka,2018,JAP
1017,jun'ichi inamoto,MED,30,79,kawasaki frontale,2010,JAP
1018,keiji tamada,DEL,30,68,nagoya grampus,2010,JAP
1019,keisuke honda,MED,23,11,cska moscu,2010,JAP
1019,keisuke honda,DEL,27,56,milan,2014,JAP
1019,keisuke honda,MED,32,95,pachuca,2018,JAP
1020,kengo nakamura,MED,29,45,kawasaki frontale,2010,JAP
1021,kisho yano,DEL,26,17,albirex niigata,2010,JAP
1022,kosuke nakamura,POR,23,3,kashiwa reysol,2018,JAP
1023,makoto hasebe,MED,26,28,wolfsburgo,2010,JAP
1023,makoto hasebe,CEN,30,78,nuremberg,2014,JAP
1023,makoto hasebe,MED,32,110,eintracht frankfurt,2018,JAP
1024,manabu saito,DEL,24,5,yokohama f. marinos,2014,JAP
1025,marcus tulio tanaka,DEF,29,37,nagoya grampus,2010,JAP
1026,masaaki higashiguchi,POR,32,4,gamba osaka,2018,JAP
1027,masahiko inoha,DEF,28,21,jubilo iwata,2014,JAP
1028,masato morishige,DEF,27,10,tokyo,2014,JAP
1029,maya yoshida,DEF,25,41,southampton,2014,JAP
1029,maya yoshida,DEF,29,82,southampton,2018,JAP
1030,naomichi ueda,DEF,23,3,kashima antlers,2018,JAP
1031,ryota oshima,MED,25,5,kawasaki frontale,2018,JAP
1032,seigo narazaki,POR,34,75,nagoya grampus,2010,JAP
1033,shinji kagawa,DEL,25,57,manchester united,2014,JAP
1033,shinji kagawa,MED,29,91,borussia dortmund,2018,JAP
1034,shinji okazaki,DEL,24,25,shimizu s-pulse,2010,JAP
1034,shinji okazaki,DEL,28,76,maguncia 05,2014,JAP
1034,shinji okazaki,DEL,32,112,leicester city,2018,JAP
1035,shuichi gonda,POR,25,2,tokyo,2014,JAP
1036,shunsuke nakamura,MED,31,95,yokohama f. marinos,2010,JAP
1037,shusaku nishikawa,POR,27,13,urawa reds,2014,JAP
1038,takashi inui,MED,30,26,eibar,2018,JAP
1039,takashi usami,MED,26,23,fortuna dusseldorf,2018,JAP
1040,takayuki morimoto,DEL,22,3,catania,2010,JAP
1041,takeshi okada,DT,,,,2010,JAP
1042,tomoaki makino,DEF,31,32,urawa red diamonds,2018,JAP
1043,toshihiro aoyama,CEN,28,6,sanfrecce hiroshima,2014,JAP
1044,wataru endo,DEF,25,11,urawa red diamonds,2018,JAP
1045,yasuhito endo,MED,30,91,gamba osaka,2010,JAP
1045,yasuhito endo,CEN,34,144,gamba osaka,2014,JAP
1046,yasuyuki konno,DEF,27,34,fc tokyo,2010,JAP
1046,yasuyuki konno,DEF,31,81,gamba osaka,2014,JAP
1047,yoichiro kakitani,DEL,24,12,cerezo osaka,2014,JAP
1048,yoshikatsu kawaguchi,POR,34,116,jubilo iwata,2010,JAP
1049,yoshinori muto,DEL,25,23,fsv mainz,2018,JAP
1050,yoshito okubo,DEL,27,46,vissel kobe,2010,JAP
1050,yoshito okubo,DEL,32,57,kawasaki frontale,2014,JAP
1051,yuji nakazawa,DEF,32,102,yokohama f. marinos,2010,JAP
1052,yuki abe,MED,28,42,urawa red diamonds,2010,JAP
1053,yuto nagatomo,DEF,23,23,fc tokyo,2010,JAP
1053,yuto nagatomo,DEF,27,70,internazionale,2014,JAP
1053,yuto nagatomo,DEF,31,105,galatasaray,2018,JAP
1054,yuya osako,DEL,24,9,1860 munich,2014,JAP
1054,yuya osako,DEL,28,28,1. fc colonia,2018,JAP
1055,yūichi komano,DEF,28,51,jubilo iwata,2010,JAP
1056,ahn young-hak,MED,31,27,omiya ardija,2010,KPR
1057,an chol-hyok,DEL,24,37,rimyongsu,2010,KPR
1058,cha jong-hyok,DEF,24,33,amrokgang,2010,KPR
1059,choe kum-chol,DEL,23,21,4.25,2010,KPR
1060,hong yong-jo,DEL,28,65,fc rostov,2010,KPR
1061,ji yun-nam,DEF,33,28,4.25,2010,KPR
1062,jong tae-se,DEL,26,23,kawasaki frontale,2010,KPR
1063,kim jong-hun,DT,,,,2010,KPR
1064,kim kum-il,MED,22,12,4.25,2010,KPR
1065,kim kyong-il,MED,21,3,rimyongsu,2010,KPR
1066,kim myong-gil,POR,25,31,amrokgang,2010,KPR
1067,kim myong-won,POR,26,10,amrokgang,2010,KPR
1068,kim yong-jun,MED,26,85,pyongyang city,2010,KPR
1069,mun in-guk,MED,31,41,4.25,2010,KPR
1070,nam song-chol,DEF,28,51,4.25,2010,KPR
1071,pak chol-jin,DEF,24,32,amrokgang,2010,KPR
1072,pak nam-chol,MED,24,31,4.25,2010,KPR
1072,pak nam-chol,DEF,21,6,amrokgang,2010,KPR
1073,pak sung-hyok,MED,20,3,sobaeksu,2010,KPR
1074,ri chol-myong,MED,22,4,pyongyang city,2010,KPR
1075,ri jun-il,DEF,22,26,sobaeksu,2010,KPR
1076,ri kwang-chon,DEF,24,37,4.25,2010,KPR
1077,ri kwang-hyok,DEF,22,0,kyonggongop,2010,KPR
1078,ri myong-guk,POR,23,33,pyongyang city,2010,KPR
1079,achraf hakimi,DEF,19,10,real madrid,2018,MAR
1080,ahmed reda tagnaouti,POR,22,2,ittihad tanger,2018,MAR
1081,amine harit,MED,20,6,schalke 04,2018,MAR
1082,ayoub el kaabi,DEL,24,10,renaissance de berkane,2018,MAR
1083,aziz bouhaddouz,DEL,31,15,st. pauli,2018,MAR
1084,fayçal fajr,MED,29,23,getafe,2018,MAR
1085,hakim ziyech,MED,25,18,ajax,2018,MAR
1086,hamza mendyl,DEF,20,13,lille,2018,MAR
1087,herve renard,DT,,,,2018,MAR
1088,karim el ahmadi,MED,33,51,feyenoord,2018,MAR
1089,khalid boutaib,DEL,31,18,yeni malatyaspor,2018,MAR
1090,manuel da costa,DEF,32,28,estambul başakşehir,2018,MAR
1091,mbark boussoufa,MED,33,59,al-jazira,2018,MAR
1092,mehdi benatia,DEF,31,57,juventus,2018,MAR
1093,mehdi carcela-gonzalez,MED,28,20,standard lieja,2018,MAR
1094,munir mohamedi,POR,29,27,numancia,2018,MAR
1095,nabil dirar,DEF,32,34,fenerbahçe,2018,MAR
1096,nordin amrabat,MED,31,44,leganes,2018,MAR
1097,romain saiss,DEF,28,24,wolverhampton wanderers,2018,MAR
1098,sofyan amrabat,MED,21,6,feyenoord,2018,MAR
1099,yassine bounou,POR,27,11,girona,2018,MAR
1100,younès belhanda,MED,28,47,galatasaray,2018,MAR
1101,youssef ait bennasser,MED,21,14,caen,2018,MAR
1102,youssef en-nesyri,DEL,21,16,malaga,2018,MAR
1103,adolfo bautista,DEL,31,31,guadalajara,2010,MEX
1104,alan pulido,DEL,23,6,tigres uanl,2014,MEX
1105,alberto medina,MED,27,53,guadalajara,2010,MEX
1106,alfredo talavera,POR,31,14,toluca,2014,MEX
1106,alfredo talavera,POR,35,27,d. toluca,2018,MEX
1107,andres guardado,MED,23,52,deportivo la coruña,2010,MEX
1107,andres guardado,MED,27,106,bayer leverkusen,2014,MEX
1107,andres guardado,MED,31,145,real betis,2018,MEX
1108,carlos peña,MED,24,15,leon,2014,MEX
1109,carlos salcedo,DEF,24,21,eintracht frankfurt,2018,MEX
1110,carlos salcido,DEF,30,70,psv eindhoven,2010,MEX
1110,carlos salcido,DEF,34,122,tigres uanl,2014,MEX
1111,carlos vela,DEL,21,24,arsenal fc,2010,MEX
1111,carlos vela,DEL,29,68,los angeles f. c.,2018,MEX
1112,cuauhtemoc blanco n. 1​,DEL,37,112,veracruz,2010,MEX
1113,diego reyes,DEF,21,15,porto,2014,MEX
1114,edson alvarez,DEF,20,13,c. america,2018,MEX
1115,efrain juarez,DEF,22,16,unam,2010,MEX
1116,erick gutierrez,MED,22,9,c. f. pachuca,2018,MEX
1117,francisco rodriguez,DEF,28,45,psv eindhoven,2010,MEX
1117,francisco rodriguez,DEF,32,97,america,2014,MEX
1118,gerardo torrado n. 1​,MED,31,112,cruz azul,2010,MEX
1119,giovani dos santos,MED,21,23,galatasaray,2010,MEX
1119,giovani dos santos,DEL,25,78,villarreal,2014,MEX
1119,giovani dos santos,MED,29,105,los angeles galaxy,2018,MEX
1120,guillermo franco,DEL,33,20,west ham united,2010,MEX
1121,guillermo ochoa,POR,24,36,america,2010,MEX
1121,guillermo ochoa,POR,28,61,ajaccio,2014,MEX
1121,guillermo ochoa,POR,32,94,standard liège,2018,MEX
1122,hector herrera,MED,24,17,porto,2014,MEX
1122,hector herrera,DEF,28,66,f. c. porto,2018,MEX
1123,hector moreno,DEF,22,7,az alkmaar,2010,MEX
1123,hector moreno,DEF,26,57,rcd español,2014,MEX
1123,hector moreno,DEF,30,92,real sociedad,2018,MEX
1124,hirving lozano,DEL,22,28,psv eindhoven,2018,MEX
1125,hugo ayala,DEF,31,43,c. f. tigres uanl,2018,MEX
1126,isaac brizuela,MED,23,7,toluca,2014,MEX
1127,israel castro,MED,29,27,unam,2010,MEX
1128,javier aguirre,DT,,,,2010,MEX
1129,javier aquino,MED,24,23,villarreal,2014,MEX
1129,javier aquino,MED,28,53,c. f. tigres uanl,2018,MEX
1130,javier hernandez,DEL,22,8,guadalajara,2010,MEX
1130,javier hernandez,DEL,26,66,manchester united,2014,MEX
1130,javier hernandez,DEL,30,102,west ham united f. c.,2018,MEX
1131,jesus gallardo,MED,23,23,c. universidad nacional,2018,MEX
1132,jesus manuel corona,MED,25,36,f. c. porto,2018,MEX
1133,jonathan dos santos,MED,28,32,los angeles galaxy,2018,MEX
1134,jonny magallon,DEF,28,50,guadalajara,2010,MEX
1135,jorge torres nilo,DEF,22,6,atlas,2010,MEX
1136,jose de jesus corona,POR,33,33,cruz azul,2014,MEX
1136,jose de jesus corona,POR,37,52,cruz azul f. c.,2018,MEX
1137,jose juan vazquez,MED,26,8,leon,2014,MEX
1138,juan carlos osorio,DT,,,,2018,MEX
1139,luis ernesto michel,POR,30,4,guadalajara,2010,MEX
1140,marco fabian,MED,24,18,cruz azul,2014,MEX
1140,marco fabian,DEL,29,39,eintracht frankfurt,2018,MEX
1141,miguel angel ponce1,DEF,25,7,toluca,2014,MEX
1142,miguel herrera,DT,,,,2014,MEX
1143,miguel layun,DEF,25,17,america,2014,MEX
1143,miguel layun,MED,29,64,sevilla f. c.,2018,MEX
