#,Nombre,Seleccion,id
7,johann berg guðmundsson,ISL,915
22,jon daði boðvarsson,ISL,916
14,kari arnason,ISL,917
16,olafur ingi skulason,ISL,918
6,ragnar sigurðsson,ISL,919
13,runar alex runarsson,ISL,920
19,rurik gislason,ISL,921
3,samuel friðjonsson,ISL,922
5,sverrir ingi ingason,ISL,923
14,alberto aquilani,ITA,924
11,alberto gilardino,ITA,925
11,alessio cerci,ITA,926
15,andrea barzagli,ITA,927
21,andrea pirlo,ITA,928
17,angelo palombo,ITA,929
6,antonio candreva,ITA,930
10,antonio cassano,ITA,931
10,antonio di natale,ITA,932
24,cesare prandelli,ITA,933
2,christian maggio,ITA,934
17,ciro immobile,ITA,935
8,claudio marchisio,ITA,936
16,daniele de rossi,ITA,937
3,domenico criscito,ITA,938
5,fabio cannavaro,ITA,939
18,fabio quagliarella,ITA,940
12,federico marchetti,ITA,941
20,gabriel paletta,ITA,942
8,gennaro gattuso,ITA,943
20,giampaolo pazzini,ITA,944
19,gianluca zambrotta,ITA,945
1,gianluigi buffon,ITA,946
3,giorgio chiellini,ITA,947
7,ignazio abate,ITA,948
19,leonardo bonucci,ITA,949
22,lorenzo insigne,ITA,950
24,marcello lippi,ITA,951
18,marco parolo,ITA,952
23,marco verratti,ITA,953
9,mario balotelli,ITA,954
4,matteo darmian,ITA,955
2,mattia de sciglio,ITA,956
13,mattia perin,ITA,957
16,mauro camoranesi,ITA,958
14,morgan de sanctis,ITA,959
22,riccardo montolivo,ITA,960
13,salvatore bocchetti,ITA,961
12,salvatore sirigu,ITA,962
7,simone pepe,ITA,963
5,thiago motta,ITA,964
9,vincenzo iaquinta,ITA,965
18,abdul kader keita,IVC,966
16,aristide zogbo,IVC,967
3,arthur boka,IVC,968
15,aruna dindane,IVC,969
2,benjamin angoua,IVC,970
1,boubacar barry,IVC,971
9,cheick tiote,IVC,972
18,constant djakpa,IVC,973
23,daniel yeboah,IVC,974
11,didier drogba,IVC,975
13,didier ya konan,IVC,976
5,didier zokora,IVC,977
21,emmanuel eboue,IVC,978
14,emmanuel kone,IVC,979
10,gervinho,IVC,980
21,giovanni sio,IVC,981
20,guy demel,IVC,982
14,ismael diomande,IVC,983
7,jean-daniel akpa-akpro,IVC,984
12,jean-jacques gosso,IVC,985
4,kolo toure,IVC,986
6,mathis bolly,IVC,987
15,max gradel,IVC,988
2,ousmane diarrassouba,IVC,989
13,romaric,IVC,990
24,sabri lamouchi,IVC,991
8,salomon kalou,IVC,992
23,sayouba mande,IVC,993
20,serey die,IVC,994
17,serge aurier,IVC,995
7,seydou doumbia,IVC,996
17,siaka tiene,IVC,997
22,souleymane bamba,IVC,998
6,steve gohouri,IVC,999
24,sven-goran eriksson,IVC,1000
16,sylvain gbohouo,IVC,1001
12,wilfried bony,IVC,1002
19,yaya toure,IVC,1003
24,akira nishino,JAP,1004
24,alberto zaccheroni,JAP,1005
2,atsuto uchida,JAP,1006
13,daiki iwamasa,JAP,1007
8,daisuke matsui,JAP,1008
1,eiji kawashima,JAP,1009
7,gaku shibasaki,JAP,1010
3,gen shoji,JAP,1011
8,genki haraguchi,JAP,1012
3,gotoku sakai,JAP,1013
21,hiroki sakai,JAP,1014
8,hiroshi kiyotake,JAP,1015
16,hotaru yamaguchi,JAP,1016
20,jun'ichi inamoto,JAP,1017
11,keiji tamada,JAP,1018
4,keisuke honda,JAP,1019
14,kengo nakamura,JAP,1020
12,kisho yano,JAP,1021
23,kosuke nakamura,JAP,1022
17,makoto hasebe,JAP,1023
20,manabu saito,JAP,1024
4,marcus tulio tanaka,JAP,1025
12,masaaki higashiguchi,JAP,1026
19,masahiko inoha,JAP,1027
6,masato morishige,JAP,1028
22,maya yoshida,JAP,1029
2,naomichi ueda,JAP,1030
18,ryota oshima,JAP,1031
1,seigo narazaki,JAP,1032
10,shinji kagawa,JAP,1033
9,shinji okazaki,JAP,1034
23,shuichi gonda,JAP,1035
10,shunsuke nakamura,JAP,1036
12,shusaku nishikawa,JAP,1037
14,takashi inui,JAP,1038
11,takashi usami,JAP,1039
19,takayuki morimoto,JAP,1040
24,takeshi okada,JAP,1041
20,tomoaki makino,JAP,1042
14,toshihiro aoyama,JAP,1043
6,wataru endo,JAP,1044
7,yasuhito endo,JAP,1045
15,yasuyuki konno,JAP,1046
11,yoichiro kakitani,JAP,1047
23,yoshikatsu kawaguchi,JAP,1048
13,yoshinori muto,JAP,1049
13,yoshito okubo,JAP,1050
22,yuji nakazawa,JAP,1051
2,yuki abe,JAP,1052
5,yuto nagatomo,JAP,1053
18,yuya osako,JAP,1054
3,yūichi komano,JAP,1055
17,ahn young-hak,KPR,1056
7,an chol-hyok,KPR,1057
2,cha jong-hyok,KPR,1058
12,choe kum-chol,KPR,1059
10,hong yong-jo,KPR,1060
8,ji yun-nam,KPR,1061
9,jong tae-se,KPR,1062
24,kim jong-hun,KPR,1063
6,kim kum-il,KPR,1064
22,kim kyong-il,KPR,1065
18,kim myong-gil,KPR,1066
20,kim myong-won,KPR,1067
15,kim yong-jun,KPR,1068
11,mun in-guk,KPR,1069
16,nam song-chol,KPR,1070
13,pak chol-jin,KPR,1071
4,pak nam-chol,KPR,1072
23,pak sung-hyok,KPR,1073
19,ri chol-myong,KPR,1074
3,ri jun-il,KPR,1075
5,ri kwang-chon,KPR,1076
21,ri kwang-hyok,KPR,1077
1,ri myong-guk,KPR,1078
2,achraf hakimi,MAR,1079
22,ahmed reda tagnaouti,MAR,1080
18,amine harit,MAR,1081
9,ayoub el kaabi,MAR,1082
20,aziz bouhaddouz,MAR,1083
11,fayçal fajr,MAR,1084
7,hakim ziyech,MAR,1085
3,hamza mendyl,MAR,1086
24,herve renard,MAR,1087
8,karim el ahmadi,MAR,1088
13,khalid boutaib,MAR,1089
4,manuel da costa,MAR,1090
14,mbark boussoufa,MAR,1091
5,mehdi benatia,MAR,1092
23,mehdi carcela-gonzalez,MAR,1093
12,munir mohamedi,MAR,1094
17,nabil dirar,MAR,1095
16,nordin amrabat,MAR,1096
6,romain saiss,MAR,1097
21,sofyan amrabat,MAR,1098
1,yassine bounou,MAR,1099
10,younès belhanda,MAR,1100
15,youssef ait bennasser,MAR,1101
19,youssef en-nesyri,MAR,1102
21,adolfo bautista,MEX,1103
11,alan pulido,MEX,1104
22,alberto medina,MEX,1105
12,alfredo talavera,MEX,1106
18,andres guardado,MEX,1107
21,carlos peña,MEX,1108
3,carlos salcedo,MEX,1109
3,carlos salcido,MEX,1110
11,carlos vela,MEX,1111
10,cuauhtemoc blanco n. 1​,MEX,1112
5,diego reyes,MEX,1113
21,edson alvarez,MEX,1114
16,efrain juarez,MEX,1115
5,erick gutierrez,MEX,1116
2,francisco rodriguez,MEX,1117
6,gerardo torrado n. 1​,MEX,1118
17,giovani dos santos,MEX,1119
9,guillermo franco,MEX,1120
13,guillermo ochoa,MEX,1121
6,hector herrera,MEX,1122
15,hector moreno,MEX,1123
22,hirving lozano,MEX,1124
2,hugo ayala,MEX,1125
17,isaac brizuela,MEX,1126
8,israel castro,MEX,1127
24,javier aguirre,MEX,1128
20,javier aquino,MEX,1129
14,javier hernandez,MEX,1130
23,jesus gallardo,MEX,1131
17,jesus manuel corona,MEX,1132
6,jonathan dos santos,MEX,1133
19,jonny magallon,MEX,1134
20,jorge torres nilo,MEX,1135
1,jose de jesus corona,MEX,1136
23,jose juan vazquez,MEX,1137
24,juan carlos osorio,MEX,1138
23,luis ernesto michel,MEX,1139
8,marco fabian,MEX,1140
16,miguel angel ponce1,MEX,1141
24,miguel herrera,MEX,1142
7,miguel layun,MEX,1143
19,oribe peralta,MEX,1144
1,oscar perez,MEX,1145
7,pablo barrera,MEX,1146
12,paul aguilar,MEX,1147
4,rafael marquez,MEX,1148
4,rafael marquez​,MEX,1149
9,raul jimenez,MEX,1150
5,ricardo osorio,MEX,1151
13,andre ooijer,NED,1152
11,arjen robben,NED,1153
24,bert van marwijk,NED,1154
4,bruno martins indi,NED,1155
5,daley blind,NED,1156
7,daryl janmaat,NED,1157
14,demy de zeeuw,NED,1158
7,dirk kuyt,NED,1159
15,edson braafheid,NED,1160
17,eljero elia,NED,1161
20,georginio wijnaldum,NED,1162
5,giovanni van bronckhorst,NED,1163
2,gregory van der wiel,NED,1164
20,ibrahim afellay,NED,1165
1,jasper cillessen,NED,1166
17,jeremain lens,NED,1167
13,joel veltman,NED,1168
3,john heitinga,NED,1169
8,jonathan de guzman,NED,1170
16,jordy clasie,NED,1171
4,joris mathijsen,NED,1172
12,khalid boulahrouz,NED,1173
21,klaas-jan huntelaar,NED,1174
18,leroy fer,NED,1175
24,louis van gaal,NED,1176
1,maarten stekelenburg,NED,1177
6,mark van bommel,NED,1178
21,memphis depay,NED,1179
16,michel vorm,NED,1180
8,nigel de jong,NED,1181
12,paul verhaegh,NED,1182
23,rafael van der vaart,NED,1183
9,robin van persie,NED,1184
2,ron vlaar,NED,1185
19,ryan babel,NED,1186
22,sander boschker,NED,1187
3,stefan de vrij,NED,1188
18,stijn schaars,NED,1189
14,terence kongolo,NED,1190
23,tim krul,NED,1191
10,wesley sneijder,NED,1192
12,abdullahi shehu,NGR,1193
7,ahmed musa,NGR,1194
18,alex iwobi,NGR,1195
16,austin ejide,NGR,1196
13,ayila yussuf,NGR,1197
6,azubuike egwuekwe,NGR,1198
2,brian idowu,NGR,1199
10,brown ideye,NGR,1200
17,chidi odiah,NGR,1201
20,chidozie awaziem,NGR,1202
21,chigozie agbim,NGR,1203
19,chinedu ogbuke obasi,NGR,1204
16,daniel akpeyi,NGR,1205
6,danny shittu,NGR,1206
22,dele adeleye,NGR,1207
23,dele aiyenugba,NGR,1208
20,dickson etuhu,NGR,1209
5,efe ambrose,NGR,1210
3,ejike uzoenyi 1,NGR,1211
21,elderson echiejile,NGR,1212
9,emmanuel emenike,NGR,1213
23,francis uzoho,NGR,1214
24,gernot rohr,NGR,1215
14,godfrey oboabona,NGR,1216
1,ikechukwu ezenwa,NGR,1217
15,joel obi,NGR,1218
10,john obi mikel,NGR,1219
19,john ogu,NGR,1220
7,john utaka,NGR,1221
2,joseph yobo,NGR,1222
13,juwon oshaniwa,NGR,1223
12,kalu uche,NGR,1224
14,kelechi iheanacho,NGR,1225
22,kenneth omeruo,NGR,1226
12,kunle odunlami,NGR,1227
24,lars lagerback,NGR,1228
6,leon balogun,NGR,1229
15,lukman haruna,NGR,1230
20,michael uchebo,NGR,1231
18,michel babatunde,NGR,1232
4,nwankwo kanu,NGR,1233
9,obafemi martins,NGR,1234
9,odion ighalo,NGR,1235
17,ogenyi onazi,NGR,1236
8,oghenekaro etebo,NGR,1237
11,peter odemwingie,NGR,1238
5,rabiu afolabi,NGR,1239
15,ramon azeez,NGR,1240
4,reuben gabriel,NGR,1241
14,sani kaita,NGR,1242
23,shola ameobi,NGR,1243
13,simeon nwankwo,NGR,1244
24,stephen keshi,NGR,1245
3,taye taiwo,NGR,1246
21,tyronne ebuehi,NGR,1247
19,uche nwofor,NGR,1248
11,victor moses,NGR,1249
18,victor obinna,NGR,1250
1,vincent enyeama,NGR,1251
4,wilfred ndidi,NGR,1252
5,william troost-ekong,NGR,1253
8,yakubu aiyegbeni,NGR,1254
16,aaron clapham,NZL,1255
18,andrew boyens,NZL,1256
13,andy barron,NZL,1257
2,ben sigmund,NZL,1258
10,chris killen,NZL,1259
20,chris wood,NZL,1260
17,david mulligan,NZL,1261
12,glen moss,NZL,1262
5,ivan vicelich,NZL,1263
23,james bannatyne,NZL,1264
22,jeremy brockie,NZL,1265
21,jeremy christie,NZL,1266
11,leo bertos,NZL,1267
1,mark paston,NZL,1268
15,michael mcglinchey,NZL,1269
24,ricki herbert,NZL,1270
14,rory fallon,NZL,1271
6,ryan nelsen,NZL,1272
9,shane smeltz,NZL,1273
7,simon elliott,NZL,1274
8,tim brown,NZL,1275
19,tommy smith,NZL,1276
3,tony lochhead,NZL,1277
4,winston reid,NZL,1278
16,abdiel arroyo,PAN,1279
13,adolfo machado,PAN,1280
22,alex rodriguez,PAN,1281
20,anibal godoy,PAN,1282
11,armando cooper,PAN,1283
7,blas perez,PAN,1284
8,edgar barcenas,PAN,1285
15,erick davis,PAN,1286
23,felipe baloy,PAN,1287
4,fidel escobar,PAN,1288
6,gabriel gomez,PAN,1289
9,gabriel torres,PAN,1290
3,harold cummings,PAN,1291
24,hernan dario gomez,PAN,1292
10,ismael diaz,PAN,1293
1,jaime penedo,PAN,1294
12,jose calderon,PAN,1295
21,jose luis rodriguez,PAN,1296
17,luis ovalle,PAN,1297
18,luis tejada,PAN,1298
2,michael amir murillo,PAN,1299
19,ricardo avila,PAN,1300
5,roman torres,PAN,1301
14,valentin pimentel,PAN,1302
22,aldo bobadilla,PAR,1303
21,antolin alcaraz,PAR,1304
17,aureliano torres,PAR,1305
6,carlos bonet,PAR,1306
3,claudio morel,PAR,1307
16,cristian riveros,PAR,1308
2,dario veron,PAR,1309
4,denis caniza  1°,PAR,1310
12,diego barreto,PAR,1311
8,edgar barreto,PAR,1312
10,edgar benitez,PAR,1313
13,enrique vera,PAR,1314
24,gerardo martino,PAR,1315
11,jonathan santana,PAR,1316
5,julio caceres,PAR,1317
1,justo villar  2° n. 1​,PAR,1318
19,lucas barrios,PAR,1319
18,nelson haedo,PAR,1320
20,nestor ortigoza,PAR,1321
7,oscar cardozo,PAR,1322
14,paulo da silva,PAR,1323
23,rodolfo gamarra,PAR,1324
9,roque santa cruz,PAR,1325
15,victor caceres,PAR,1326
2,alberto rodriguez,PER,1327
3,aldo corzo,PER,1328
4,anderson santamaria,PER,1329
18,andre carrillo,PER,1330
14,andy polo,PER,1331
12,carlos caceda,PER,1332
8,christian cueva,PER,1333
15,christian ramos,PER,1334
20,edison flores,PER,1335
10,jefferson farfan,PER,1336
21,jose carvallo,PER,1337
17,luis advincula,PER,1338
5,miguel araujo,PER,1339
6,miguel trauco,PER,1340
22,nilson loyola,PER,1341
9,paolo guerrero,PER,1342
7,paolo hurtado,PER,1343
23,pedro aquino,PER,1344
1,pedro gallese,PER,1345
11,raul ruidiaz,PER,1346
13,renato tapia,PER,1347
24,ricardo gareca,PER,1348
16,wilder cartagena,PER,1349
19,yoshimar yotun,PER,1350
24,adam nawałka,POL,1351
7,arkadiusz milik,POL,1352
3,artur jędrzejczyk,POL,1353
18,bartosz bereszyński,POL,1354
12,bartosz białkowski,POL,1355
23,dawid kownacki,POL,1356
10,grzegorz krychowiak,POL,1357
6,jacek goralski,POL,1358
16,jakub błaszczykowski,POL,1359
5,jan bednarek,POL,1360
15,kamil glik,POL,1361
11,kamil grosicki,POL,1362
8,karol linetty,POL,1363
13,maciej rybus,POL,1364
2,michał pazdan,POL,1365
19,piotr zieliński,POL,1366
21,rafał kurzawa,POL,1367
9,robert lewandowski,POL,1368
17,sławomir peszko,POL,1369
4,thiago cionek,POL,1370
1,wojciech szczęsny,POL,1371
22,łukasz fabiański,POL,1372
20,łukasz piszczek,POL,1373
14,łukasz teodorczyk,POL,1374
23,adrien silva,POR,1375
19,andre almeida,POR,1376
9,andre silva,POR,1377
12,anthony lopes,POR,1378
23,bebe,POR,1379
11,bernardo silva,POR,1380
22,beto,POR,1381
2,bruno alves,POR,1382
16,bruno fernandes,POR,1383
24,carlos queiroz,POR,1384
21,cedric soares,POR,1385
7,cristiano ronaldo,POR,1386
22,daniel fernandes,POR,1387
10,danny,POR,1388
20,deco,POR,1389
5,duda,POR,1390
11,eder,POR,1391
1,eduardo,POR,1392
5,fabio coentrão,POR,1393
24,fernando santos,POR,1394
18,gelson martins,POR,1395
17,gonçalo guedes,POR,1396
9,hugo almeida,POR,1397
6,jose fonte,POR,1398
10,joão mario,POR,1399
8,joão moutinho,POR,1400
21,joão pereira,POR,1401
9,liedson,POR,1402
4,manuel fernandes,POR,1403
19,mario rui,POR,1404
13,miguel,POR,1405
4,miguel veloso,POR,1406
17,nani,POR,1407
14,neto,POR,1408
24,paulo bento,POR,1409
3,paulo ferreira,POR,1410
8,pedro mendes,POR,1411
3,pepe,POR,1412
15,rafa,POR,1413
5,raphael guerreiro,POR,1414
16,raul meireles,POR,1415
6,ricardo carvalho,POR,1416
13,ricardo costa,POR,1417
15,ricardo pereira,POR,1418
20,ricardo quaresma,POR,1419
4,rolando,POR,1420
20,ruben amorim,POR,1421
13,ruben dias,POR,1422
12,rui patricio,POR,1423
18,silvestre varela,POR,1424
11,simão,POR,1425
19,tiago,POR,1426
10,vieirinha,POR,1427
6,william carvalho,POR,1428
9,alan dzagoyev,RUS,1429
17,aleksandr golovin,RUS,1430
19,aleksandr samedov,RUS,1431
21,aleksandr yerojin,RUS,1432
15,aleksei miranchuk,RUS,1433
12,andrei lunev,RUS,1434
5,andrei semionov,RUS,1435
16,anton miranchuk,RUS,1436
22,artiom dziuba,RUS,1437
7,daler kuziayev,RUS,1438
6,denis cheryshev,RUS,1439
13,fiodor kudriashov,RUS,1440
1,igor akinfeyev,RUS,1441
23,igor smolnikov,RUS,1442
3,ilia kutepov,RUS,1443
2,mario fernandes,RUS,1444
10,ramiro lopez,RUS,1445
11,roman zobnin,RUS,1446
4,serguei ignashevich,RUS,1447
24,stanislav cherchesov,RUS,1448
20,vladimir gabulov,RUS,1449
14,vladimir granat,RUS,1450
8,yuri gazinski,RUS,1451
18,yuri zhirkov,RUS,1452
1,abdoulaye diallo,SEN,1453
23,alfred gomis,SEN,1454
13,alfred n'diaye,SEN,1455
24,aliou cisse,SEN,1456
17,badou ndiaye,SEN,1457
11,cheikh n'doye,SEN,1458
8,cheikhou kouyate,SEN,1459
15,diafra sakho,SEN,1460
5,idrissa gueye,SEN,1461
18,ismaila sarr,SEN,1462
3,kalidou koulibaly,SEN,1463
4,kara mbodji,SEN,1464
20,keita balde,SEN,1465
16,khadim n'diaye,SEN,1466
21,lamine gassama,SEN,1467
19,m'baye niang,SEN,1468
9,mame biram diouf,SEN,1469
14,moussa konate,SEN,1470
7,moussa sow,SEN,1471
22,moussa wague,SEN,1472
10,sadio mane,SEN,1473
6,salif sane,SEN,1474
2,saliou ciss,SEN,1475
12,youssouf sabaly,SEN,1476
23,dušan kuciak,SLK,1477
12,dušan perniš,SLK,1478
18,erik jendrišek,SLK,1479
13,filip hološko,SLK,1480
8,jan kozak,SLK,1481
1,jan mucha,SLK,1482
16,jan ďurica,SLK,1483
19,juraj kucka,SLK,1484
20,kamil kopunek,SLK,1485
21,kornel salata,SLK,1486
17,marek hamšik,SLK,1487
10,marek sapara,SLK,1488
4,marek čech,SLK,1489
14,martin jakubko,SLK,1490
22,martin petraš,SLK,1491
3,martin škrtel,SLK,1492
15,miroslav stoch,SLK,1493
2,peter pekarik,SLK,1494
5,radoslav zabavnik,SLK,1495
11,robert vittek,SLK,1496
9,stanislav šestak,SLK,1497
7,vladimir weiss,SLK,1498
6,zdeno štrba,SLK,1499
18,aleksandar radosavljevič,SLN,1500
16,aleksander šeliga,SLN,1501
17,andraž kirm,SLN,1502
20,andrej komac,SLN,1503
13,bojan jokić,SLN,1504
5,boštjan cesar,SLN,1505
6,branko ilič,SLN,1506
21,dalibor stevanovič,SLN,1507
3,elvedin džinič,SLN,1508
12,jasmin handanovič,SLN,1509
4,marko šuler,SLN,1510
22,matej mavrič,SLN,1511
24,matjaž kek,SLN,1512
11,milivoje novakovič,SLN,1513
2,mišo brečko,SLN,1514
7,nejc pečnik,SLN,1515
15,rene krhin,SLN,1516
8,robert koren,SLN,1517
1,samir handanovič,SLN,1518
19,suad filekovič,SLN,1519
23,tim matavž,SLN,1520
10,valter birsa,SLN,1521
9,zlatan ljubijankič,SLN,1522
14,zlatko dedič,SLN,1523
4,aaron mokoena,SOA,1524
10,alan dzagoyev,SOA,1525
11,aleksandr kerzhakov,SOA,1526
9,aleksandr kokorin,SOA,1527
19,aleksandr samedov,SOA,1528
21,aleksei ionov,SOA,1529
2,aleksei kozlov,SOA,1530
5,andrei semionov,SOA,1531
22,andrei yeschenko,SOA,1532
5,anele ngcongca,SOA,1533
17,bernard parker,SOA,1534
20,bongani khumalo,SOA,1535
24,carlos alberto parreira,SOA,1536
8,denis glushakov,SOA,1537
23,dmitri kombarov,SOA,1538
24,fabio capello,SOA,1539
3,gueorgui schennikov,SOA,1540
1,igor akinfeyev,SOA,1541
7,igor denisov,SOA,1542
16,itumeleng khune,SOA,1543
13,kagiso dikgacoi,SOA,1544
9,katlego mphela,SOA,1545
7,lance davids,SOA,1546
15,lucas thwala,SOA,1547
6,macbeth sibaya,SOA,1548
6,maksim kaninnikov,SOA,1549
14,matthew booth,SOA,1550
1,moneeb josephs,SOA,1551
17,oleg shatov,SOA,1552
15,pavel moguilevets1,SOA,1553
12,reneilwe letsholonyane,SOA,1554
4,serguei ignashevich,SOA,1555
16,serguei ryzhikov,SOA,1556
22,shu-aib walters,SOA,1557
2,siboniso gaxa,SOA,1558
8,siphiwe tshabalala,SOA,1559
18,siyabonga nomvethe,SOA,1560
21,siyabonga sangweni,SOA,1561
10,steven pienaar,SOA,1562
19,surprise moriri,SOA,1563
11,teko modise,SOA,1564
23,thanduyise khuboni,SOA,1565
3,tsepo masilela,SOA,1566
14,vasili berezutski,SOA,1567
20,viktor faizulin,SOA,1568
13,vladimir granat,SOA,1569
12,yuri lodyguin,SOA,1570
18,yuri zhirkov,SOA,1571
9,ahn jung-hwan,SOK,1572
22,cha du-ri,SOK,1573
23,cho hyun-woo,SOK,1574
4,cho yong-hyung,SOK,1575
22,go yo-han,SOK,1576
8,ha dae-sung,SOK,1577
14,han kook-young,SOK,1578
14,hong chul,SOK,1579
20,hong jeong-ho,SOK,1580
24,hong myung-bo,SOK,1581
24,huh jung-moo,SOK,1582
11,hwang hee-chan,SOK,1583
6,hwang seok-ho,SOK,1584
20,jang hyun-soo,SOK,1585
19,ji dong-won,SOK,1586
8,ju se-jong,SOK,1587
3,jung seung-hyun,SOK,1588
18,jung sung-ryong,SOK,1589
15,jung woo-young,SOK,1590
23,kang min-soo,SOK,1591
16,ki sung-yueng,SOK,1592
6,kim bo-kyung,SOK,1593
2,kim chang-soo,SOK,1594
15,kim dong-jin,SOK,1595
3,kim hyung-il,SOK,1596
13,kim jae-sung,SOK,1597
21,kim jin-hyeon,SOK,1598
8,kim jung-woo,SOK,1599
12,kim min-woo,SOK,1600
5,kim nam-il,SOK,1601
1,kim seung-gyu,SOK,1602
9,kim shin-wook,SOK,1603
19,kim young-gwon,SOK,1604
21,kim young-kwang,SOK,1605
13,koo ja-cheol,SOK,1606
4,kwak tae-hwi,SOK,1607
23,lee bum-young,SOK,1608
17,lee chung-yong,SOK,1609
20,lee dong-gook,SOK,1610
17,lee jae-sung,SOK,1611
14,lee jung-soo,SOK,1612
11,lee keun-ho,SOK,1613
10,lee seung-woo,SOK,1614
11,lee seung-yeoul,SOK,1615
1,lee woon-jae,SOK,1616
2,lee yong,SOK,1617
12,lee young-pyo,SOK,1618
18,moon seon-min,SOK,1619
4,oh ban-suk,SOK,1620
2,oh beom-seok,SOK,1621
10,park chu-young,SOK,1622
7,park ji-sung,SOK,1623
15,park jong-woo,SOK,1624
6,park joo-ho,SOK,1625
24,shin tae-yong,SOK,1626
7,son heung-min,SOK,1627
19,yeom ki-hun,SOK,1628
3,yun suk-young,SOK,1629
5,yun young-sun,SOK,1630
17,alvaro arbeloa,SPA,1631
12,alvaro odriozola,SPA,1632
6,andres iniesta,SPA,1633
5,carles puyol,SPA,1634
4,carlos marchena,SPA,1635
14,cesar azpilicueta,SPA,1636
10,cesc fàbregas,SPA,1637
2,dani carvajal,SPA,1638
1,david de gea,SPA,1639
21,david silva,SPA,1640
7,david villa,SPA,1641
19,diego costa,SPA,1642
24,fernando hierro,SPA,1643
19,fernando llorente,SPA,1644
9,fernando torres,SPA,1645
3,gerard pique,SPA,1646
17,iago aspas,SPA,1647
1,iker casillas,SPA,1648
22,isco,SPA,1649
20,javi martinez,SPA,1650
22,jesus navas,SPA,1651
11,joan capdevila,SPA,1652
18,jordi alba,SPA,1653
13,juan mata,SPA,1654
5,juanfran,SPA,1655
13,kepa arrizabalaga,SPA,1656
8,koke,SPA,1657
11,lucas vazquez,SPA,1658
20,marco asensio,SPA,1659
4,nacho fernandez,SPA,1660
16,nacho monreal,SPA,1661
18,pedro rodriguez,SPA,1662
23,pepe reina,SPA,1663
2,raul albiol,SPA,1664
9,rodrigo,SPA,1665
20,santi cazorla,SPA,1666
7,saul ñiguez,SPA,1667
5,sergio busquets,SPA,1668
15,sergio ramos,SPA,1669
10,thiago alcantara,SPA,1670
24,vicente del bosque,SPA,1671
12,victor valdes,SPA,1672
14,xabi alonso,SPA,1673
8,xavi hernandez,SPA,1674
22,adem ljajić,SRB,1675
3,aleksandar kolarov,SRB,1676
13,aleksandar luković,SRB,1677
9,aleksandar mitrović,SRB,1678
8,aleksandar prijović,SRB,1679
7,andrija živković,SRB,1680
2,antonio rukavina,SRB,1681
23,anđelko đuričić,SRB,1682
12,bojan isailović,SRB,1683
6,branislav ivanović,SRB,1684
8,danko lazović,SRB,1685
10,dejan stanković,SRB,1686
21,dragan mrđa,SRB,1687
10,dušan tadić,SRB,1688
3,duško tošić,SRB,1689
17,filip kostić,SRB,1690
4,gojko kačar,SRB,1691
16,ivan obradović,SRB,1692
19,luka jović,SRB,1693
4,luka milivojević,SRB,1694
23,marko dmitrović,SRB,1695
16,marko grujić,SRB,1696
9,marko pantelić,SRB,1697
14,milan jovanović,SRB,1698
14,milan rodić,SRB,1699
17,miloš krasić,SRB,1700
18,miloš ninković,SRB,1701
13,miloš veljković,SRB,1702
24,mladen krstajić,SRB,1703
21,nemanja matić,SRB,1704
18,nemanja radonjić,SRB,1705
5,nemanja vidić,SRB,1706
11,nenad milijaš,SRB,1707
20,neven subotić,SRB,1708
15,nikola milenković,SRB,1709
15,nikola žigić,SRB,1710
12,predrag rajković,SRB,1711
24,radomir antić,SRB,1712
19,radosav petrović,SRB,1713
20,sergej milinković-savić,SRB,1714
5,uroš spajić,SRB,1715
1,vladimir stojković,SRB,1716
22,zdravko kuzmanović,SRB,1717
7,zoran tošić,SRB,1718
8,albin ekdal,SUE,1719
4,andreas granqvist,SUE,1720
10,emil forsberg,SUE,1721
16,emil krafth,SUE,1722
14,filip helander,SUE,1723
13,gustav svensson,SUE,1724
22,isaac kiese thelin,SUE,1725
24,janne andersson,SUE,1726
21,jimmy durmaz,SUE,1727
11,john guidetti,SUE,1728
12,karl-johan johnsson,SUE,1729
23,kristoffer nordfeldt,SUE,1730
6,ludwig augustinsson,SUE,1731
9,marcus berg,SUE,1732
19,marcus rohden,SUE,1733
5,martin olsson,SUE,1734
2,mikael lustig,SUE,1735
20,ola toivonen,SUE,1736
15,oscar hiljemark,SUE,1737
18,pontus jansson,SUE,1738
1,robin olsen,SUE,1739
7,sebastian larsson,SUE,1740
3,victor lindelof,SUE,1741
17,viktor claesson,SUE,1742
18,admir mehmedi,SWZ,1743
18,albert bunjaku,SWZ,1744
9,alexander frei,SWZ,1745
6,benjamin huggel,SWZ,1746
10,blaise nkufo,SWZ,1747
15,blerim džemaili,SWZ,1748
7,breel embolo,SWZ,1749
17,denis zakaria,SWZ,1750
1,diego benaglio,SWZ,1751
19,eren derdiyok,SWZ,1752
22,fabian schar,SWZ,1753
3,françois moubandje,SWZ,1754
16,gelson fernandes,SWZ,1755
8,gokhan inler,SWZ,1756
8,gokhan i̇nler,SWZ,1757
10,granit xhaka,SWZ,1758
15,hakan yakın,SWZ,1759
9,haris seferović,SWZ,1760
20,johan djourou,SWZ,1761
21,johnny leoni,SWZ,1762
19,josip drmić,SWZ,1763
3,ludovic magnin,SWZ,1764
5,manuel akanji,SWZ,1765
14,marco padalino,SWZ,1766
12,marco wolfli,SWZ,1767
22,mario eggimann,SWZ,1768
18,mario gavranović,SWZ,1769
